ID_Mahasiswa;Gender;IPS_Sem1;IPS_Sem2;IPS_Sem3;IPS_Sem4;Total_SKS_Ambil;Total_SKS_Lulus;Nilai_Matkul_Killer;Jml_Mengulang;Status_Beasiswa;Bekerja;Label_Lulus
MHS411;0;30.804.894.735.894.900;4.0;33.385.734.331.788.100;2.877.349.729.333.730;105;80;1;3;1;1;1
MHS412;0;3.438.023.396.264.890;3.736.335.337.875.490;26.980.096.870.153.800;28.852.256.723.198.200;97;97;2;1;1;1;0
MHS413;0;33.202.398.976.004.100;29.047.484.470.010.900;31.620.285.141.107.800;2.426.154.305.092.160;83;71;1;1;0;1;1
MHS414;1;4.0;28.138.637.578.572.000;3.412.374.503.286.140;34.080.034.243.872.100;79;61;3;4;0;1;1
MHS415;0;3.317.723.014.157.170;2.441.290.913.243.300;2.146.307.758.728.000;22.232.082.282.925.900;119;100;4;3;0;1;1
MHS416;0;29.277.657.923.501.000;25.264.766.710.797.300;3.073.770.455.932.660;30.384.942.098.624.400;90;66;4;0;1;1;1
MHS417;0;31.146.570.642.173.200;38.563.338.564.192.800;2.968.667.738.233.710;20.746.841.791.525.700;121;107;2;0;0;1;1
MHS418;0;2.198.661.927.570.700;2.392.201.002.022.870;3.021.541.504.012.190;2.871.724.509.723.560;90;63;3;5;1;0;1
MHS419;1;289.163.174.279.788;34.296.568.955.614.800;3.233.358.117.002.590;32.531.834.887.631.200;74;49;1;4;0;0;1
MHS420;1;3.087.229.647.418.350;25.818.559.406.373.000;31.612.334.505.008.700;28.884.664.822.596.200;71;71;4;3;0;1;1
MHS421;0;25.240.407.699.888.800;30.387.402.592.594.300;31.288.762.700.713.700;2.379.119.712.259.180;132;104;1;5;1;1;1
MHS422;1;20.460.962.210.613.000;2.569.807.494.610.240;2.793.197.233.289.170;39.438.438.286.700.900;109;105;3;0;0;0;1
MHS423;0;33.222.531.376.369.000;3.152.936.027.548.010;2.873.334.834.422.520;30.733.206.421.487.300;149;142;2;0;0;1;0
MHS424;1;31.413.943.482.418.300;285.464.462.832.339;33.485.326.370.071.900;2.880.416.809.965.480;104;91;2;4;0;1;1
MHS425;0;2.603.895.546.907.650;2.0;3.205.381.094.787.940;29.065.983.043.694.900;75;71;2;1;0;0;1
MHS426;0;33.201.985.924.558.300;3.074.485.974.663.600;24.532.214.270.558.800;2.588.764.543.575.350;128;111;2;3;0;0;1
MHS427;1;27.800.185.437.967.100;32.748.497.091.555.000;3.037.960.267.129.740;21.949.642.762.928.100;132;122;3;3;0;0;1
MHS428;0;3.357.304.895.318.300;2.0;3.579.537.032.477.940;2.831.872.630.659.460;93;65;1;0;0;0;1
MHS429;1;28.557.256.520.621.400;2.608.123.239.437.780;38.674.682.879.184.000;25.716.139.530.866.000;83;79;4;5;1;1;1
MHS430;0;27.808.704.413.107.100;2.730.920.499.396.630;3.925.582.970.973.350;3.080.508.942.752.220;72;51;4;2;0;0;1
MHS431;0;31.767.739.315.993.300;2.872.034.719.165.120;3.685.204.846.991.930;37.147.289.010.220.000;99;90;2;1;1;0;0
MHS432;0;38.131.902.028.343.100;274.869.019.308.412;28.507.016.311.951.800;31.370.136.763.360.400;138;109;2;1;0;1;1
MHS433;1;33.661.172.535.663.200;2.893.303.890.696.420;33.273.383.087.411.500;27.633.674.765.834.700;109;84;4;0;0;1;1
MHS434;1;3.168.966.860.317.330;2.874.800.676.314.950;36.254.772.371.134.200;31.131.144.102.920.400;112;96;4;3;0;1;1
MHS435;0;2.568.058.519.705.110;36.397.324.658.288.700;35.208.623.320.294.200;32.917.721.515.059.400;91;91;4;5;1;0;1
MHS436;0;3.742.609.620.506.360;28.791.507.742.917.500;2.0;2.316.634.133.258.540;142;120;2;2;0;0;1
MHS437;0;32.253.017.064.312.600;2.065.091.830.233.910;2.419.108.078.043.810;28.584.305.516.281.100;94;85;2;1;0;1;1
MHS438;1;3.541.636.621.733.100;2.716.796.628.518.750;2.710.399.921.139.330;28.875.133.503.558.400;144;134;1;4;1;0;1
MHS439;0;28.131.689.608.679.100;27.463.642.947.030.900;2.703.048.413.989.840;29.468.892.530.789.900;144;129;1;2;1;0;1
MHS440;0;26.543.127.512.930.300;35.225.672.741.921.300;34.116.547.260.520.900;2.475.060.379.553.620;129;117;4;5;1;1;1
MHS441;0;4.0;3.650.156.596.067.790;27.201.340.439.299.400;3.191.213.280.867.550;115;108;4;3;0;1;1
MHS442;0;27.045.914.506.320.900;33.275.203.068.908.900;33.178.307.983.754.800;27.256.254.332.925.900;138;113;4;3;1;1;1
MHS443;0;22.790.777.870.001.400;3.428.665.382.780.300;25.339.436.267.718.600;2.388.989.564.214.920;140;128;4;3;0;0;1
MHS444;0;2.480.728.089.578.010;21.843.620.922.695.200;23.812.866.808.887.100;3.054.704.235.916.480;90;86;3;3;0;1;1
MHS445;0;2.596.818.651.431.840;2.327.208.299.947.510;38.490.464.531.668.600;2.567.464.286.414.430;138;117;4;5;0;0;1
MHS446;0;26.882.678.298.219.800;33.724.492.246.968.400;2.367.927.932.486.160;2.453.281.708.951.790;142;136;3;2;1;1;1
MHS447;1;34.876.562.292.389.800;32.578.140.442.219.700;34.892.110.560.140.100;3.261.071.272.966.960;74;55;3;5;0;0;1
MHS448;1;24.016.056.767.868.400;34.468.488.446.945.500;34.464.769.350.543.800;3.914.810.100.858.040;130;112;3;4;1;1;1
MHS449;0;22.324.798.762.338.200;2.059.994.983.046.110;33.563.560.144.306.600;2.058.424.895.970.700;85;70;2;4;0;0;1
MHS450;1;3.111.144.927.900.420;36.394.329.066.566.900;25.238.418.096.306.000;26.615.024.307.707.300;140;139;2;3;1;0;1
MHS451;1;27.398.089.398.988.000;2.864.272.132.273.960;24.968.653.228.372.500;2.828.011.964.283.100;79;52;2;0;0;1;1
MHS452;0;23.739.127.762.678.300;3.382.904.745.663.100;24.175.945.303.306.900;3.304.549.303.221.350;126;107;2;2;0;0;1
MHS453;1;28.569.156.816.560.100;2.0;289.548.945.017.432;3.266.742.538.412.260;145;120;1;1;1;0;1
MHS454;1;29.689.453.350.399.000;3.614.419.647.536.270;33.447.024.683.901.300;3.553.318.892.109.040;105;82;2;2;1;0;1
MHS455;0;3.092.355.237.390.540;34.689.577.687.553.200;3.006.249.660.953.620;4.0;79;66;2;4;1;1;1
MHS456;1;31.881.608.885.155.900;3.155.607.948.975.740;30.665.534.512.319.800;29.338.784.729.383.000;114;111;2;5;0;1;1
MHS457;0;30.556.383.840.266.300;3.076.217.383.437.090;35.911.170.144.691.500;35.803.495.017.985.900;87;82;3;4;0;1;1
MHS458;0;28.884.201.829.095.500;3.271.803.963.740.060;291.856.343.950.421;24.740.425.374.721.500;147;142;4;0;0;0;1
MHS459;1;29.583.031.894.355.500;2.0;33.413.180.417.843.500;28.426.681.913.266.000;147;133;3;0;0;0;1
MHS460;0;23.512.451.800.088.800;2.621.071.901.997.060;30.124.287.518.756.300;28.497.725.655.911.200;109;97;3;3;0;0;1
MHS461;0;36.660.945.553.803.900;31.132.959.957.464.000;37.793.606.064.217.100;24.564.638.117.152.400;138;111;3;0;1;0;1
MHS462;0;26.861.330.469.577.400;2.855.980.563.038.960;3.709.265.672.574.010;2.0;85;83;4;5;0;0;1
MHS463;0;2.396.489.176.071.390;2.462.343.803.475.380;38.381.965.136.041.000;25.272.465.600.286.300;139;132;1;2;0;0;1
MHS464;1;31.083.124.877.023.000;24.871.236.581.798.600;35.504.106.992.113.000;35.306.854.824.365.600;142;136;4;2;1;0;1
MHS465;1;30.589.422.530.516.700;2.914.324.503.598.190;3.562.347.928.398.440;33.651.635.029.616.600;121;107;1;4;1;0;1
MHS466;0;3.140.055.130.523.290;2.248.389.032.793.560;20.967.060.137.655.500;30.977.545.750.787.200;92;82;1;3;0;1;1
MHS467;1;35.902.454.389.864.800;4.0;33.286.824.816.947.800;2.364.795.628.010.280;96;86;2;1;0;0;1
MHS468;1;3.786.530.183.032.080;2.195.615.668.397.730;25.171.074.899.305.200;32.134.134.873.830.000;141;115;4;5;0;1;1
MHS469;0;2.740.421.338.603.150;4.0;329.936.950.799.657;25.398.807.351.118.100;81;71;3;4;0;1;1
MHS470;0;28.129.098.620.049.000;2.922.217.152.739.080;3.383.098.004.587.050;35.052.069.131.253.200;126;107;2;3;0;1;1
MHS471;0;24.049.004.859.522.400;35.436.784.128.579.800;3.409.063.643.124.090;2.0;114;92;2;3;0;0;1
MHS472;0;27.030.942.959.656.400;29.171.842.948.411.800;3.039.288.514.859.570;2.0;147;145;2;3;0;0;1
MHS473;1;29.318.308.264.927.500;3.530.197.952.616.940;3.756.672.251.069.730;37.407.578.964.207.900;107;85;1;1;0;1;1
MHS474;0;4.0;2.728.858.831.118.660;2.101.630.993.510.970;37.451.897.350.964.900;121;121;1;3;0;1;1
MHS475;1;30.542.606.380.361.700;27.910.808.379.393.200;25.041.697.786.831.600;33.447.157.852.575.600;140;111;2;0;0;0;1
MHS476;1;35.529.502.121.786.500;27.180.262.559.708.700;2.591.891.377.729.010;30.390.715.314.848.200;96;83;1;1;1;1;1
MHS477;0;2.963.013.568.202.810;2.962.167.197.837.080;3.986.271.088.394.900;2.307.006.028.800.500;86;80;4;5;1;1;1
MHS478;0;2.283.530.439.657.240;30.059.641.187.000.700;3.513.941.047.010.370;2.673.745.429.789.630;81;52;4;1;1;0;1
MHS479;0;32.797.885.307.552.300;2.593.234.825.316.880;29.493.108.718.678.900;27.536.136.358.785.300;87;58;1;5;0;1;1
MHS480;0;31.993.475.918.111.100;2.755.380.383.500.450;22.269.189.401.945.500;35.764.722.759.114.300;90;79;3;4;0;0;1
MHS481;1;35.949.455.269.374.900;2.199.798.219.121.060;28.897.569.229.162.900;28.676.926.483.139.300;107;103;2;0;1;0;1
MHS482;0;32.129.218.293.149.100;3.209.102.877.943.980;2.111.994.122.975.790;3.531.970.493.780.420;91;90;4;5;1;0;1
MHS483;0;2.239.201.578.683.660;3.873.369.468.754.170;30.258.919.255.994.700;32.883.969.119.569.000;97;70;3;0;0;1;1
MHS484;0;3.217.071.110.131.100;32.135.668.643.438.300;26.555.207.942.707.500;3.457.547.369.791.470;128;119;3;1;0;0;0
MHS485;0;25.704.862.305.656.400;3.406.774.019.985.270;2.167.553.789.935.520;3.710.088.481.346.680;107;95;1;2;0;1;1
MHS486;1;2.901.115.477.647.190;30.945.556.083.019.700;26.361.638.225.718.800;3.004.732.597.011.340;114;107;3;4;0;1;1
MHS487;0;3.273.480.547.731.640;30.344.228.656.419.200;4.0;32.981.985.345.588.200;70;61;3;5;1;1;1
MHS488;0;2.181.197.541.271.660;3.059.800.131.333.550;31.595.801.450.459.900;3.065.510.381.039.340;87;58;1;2;1;1;1
MHS489;1;25.189.054.100.096.500;32.512.236.333.645.000;29.205.321.323.356.000;2.790.764.484.741.400;101;87;1;3;1;0;1
MHS490;1;30.551.948.195.538.400;32.537.104.639.166.400;25.420.376.363.687.800;35.671.473.969.441.000;114;102;1;0;1;1;1
MHS491;1;3.310.373.777.639.710;3.520.094.282.396.370;22.979.993.518.094.500;4.0;132;121;3;4;1;0;1
MHS492;0;3.495.097.378.244.920;3.212.378.090.566.180;3.597.047.624.973.070;2.441.901.194.320.150;83;62;1;3;1;0;1
MHS493;0;3.161.487.251.808.830;29.694.980.140.723.000;32.501.202.347.182.800;27.331.998.467.804.100;145;123;4;3;1;0;1
MHS494;0;32.173.850.322.784.400;32.377.153.412.633.100;2.602.221.466.029.550;3.212.196.968.930.500;109;94;2;4;1;0;1
MHS495;1;2.517.167.598.238.390;38.145.831.824.504.700;2.709.108.983.303.970;24.130.600.177.955.100;133;111;3;2;0;1;1
MHS496;1;2.911.030.912.504.030;32.599.317.198.999.000;337.165.606.477.146;23.892.524.684.667.100;92;66;1;3;1;1;1
MHS497;0;2.731.638.444.958.480;33.580.553.490.405.400;27.024.016.345.288.500;29.824.233.865.340.900;75;49;1;4;0;0;1
MHS498;0;303.046.454.692.468;22.965.002.110.184.600;29.144.866.267.271.800;2.468.611.586.266.910;89;85;2;4;1;0;1
MHS499;1;20.762.958.077.360.400;30.597.784.622.992.400;2.999.131.738.362.150;2.886.056.009.224.660;107;102;1;2;1;1;1
MHS500;1;3.102.814.907.346.740;24.829.315.004.716.100;2.555.324.003.460.390;3.689.142.046.811.330;104;75;1;3;0;0;1
MHS501;0;31.145.373.441.028.500;3.537.159.006.357.780;3.112.169.828.389.040;34.520.087.773.806.500;88;66;3;0;1;1;1
MHS502;0;25.863.255.001.798.200;24.145.140.606.391.900;28.082.694.771.211.700;27.983.161.633.267.500;124;107;2;0;0;0;1
MHS503;1;2.655.583.802.837.700;3.071.374.168.022.470;28.056.417.545.313.800;3.199.699.374.639.250;100;91;2;5;0;1;1
MHS504;1;2.640.496.666.159.290;2.218.455.250.919.790;36.684.602.187.823.500;35.912.828.635.304.300;78;53;4;0;1;0;1
MHS505;0;3.885.694.487.194.500;32.456.014.692.505.000;3.532.241.376.804.280;3.281.184.145.808.330;71;43;1;3;1;0;1
MHS506;1;28.012.436.805.450.600;2.842.108.811.779.910;22.959.483.130.935.500;35.409.130.755.201.300;78;49;1;2;0;0;1
MHS507;0;2.093.383.356.998.470;24.706.947.047.354.000;4.0;30.680.864.415.324.100;129;107;3;4;0;0;1
MHS508;1;34.329.763.419.583.200;2.858.711.950.606.770;29.141.412.167.018.800;29.140.141.968.536.600;89;78;3;0;0;1;1
MHS509;0;3.265.548.301.142.300;38.112.491.704.505.000;3.011.101.967.271.310;22.695.375.306.741.700;127;125;2;2;1;1;1
MHS510;1;23.779.124.436.610.800;383.215.619.386.227;3.005.321.121.616.320;2.887.884.896.697.620;131;116;4;0;1;0;1
MHS511;0;3.559.412.826.853.210;2.628.169.193.316.610;32.013.611.084.364.100;2.544.413.011.824.580;76;47;3;0;0;1;1
MHS512;0;34.009.154.912.724.500;2.701.505.804.512.110;30.908.371.364.517.300;26.205.475.802.398;111;95;3;4;0;0;1
MHS513;0;2.649.673.672.827.720;344.132.403.850.656;2.785.267.428.249.420;34.415.230.638.505.100;124;108;2;2;1;0;1
MHS514;0;2.803.839.498.743.620;29.128.018.408.276.000;2.584.059.378.288.060;29.453.837.849.067.200;123;100;3;5;0;1;1
MHS515;0;2.928.926.731.529.720;3.169.343.658.960.840;35.147.287.407.991.700;3.436.157.690.014.220;125;104;4;2;0;0;1
MHS516;1;33.971.227.955.004.800;2.787.069.206.799.200;3.269.572.058.975.070;3.489.184.968.884.880;102;85;3;3;0;0;1
MHS517;0;2.569.903.652.288.750;4.0;31.894.052.647.482.900;3.188.914.610.611.070;116;87;3;3;1;0;1
MHS518;1;25.108.388.962.040.200;37.033.904.278.940.100;318.070.776.188.599;3.304.114.447.653.650;92;75;2;5;1;1;1
MHS519;0;28.980.795.346.306.700;2.708.846.215.233.610;28.078.809.907.681.600;3.260.904.370.009.360;148;146;2;4;0;1;1
MHS520;1;3.030.068.488.984.140;3.173.794.551.281.380;3.094.423.178.565.450;21.629.071.505.930.400;140;112;3;4;0;1;1
MHS521;1;31.074.132.530.583.000;27.191.087.525.849.900;2.223.286.100.766.600;38.729.356.680.675.700;130;110;2;2;0;1;1
MHS522;1;2.502.298.198.487.620;3.913.630.752.478.500;2.172.315.559.297.090;28.572.481.515.144.400;71;68;1;1;1;1;1
MHS523;0;29.986.248.794.829.000;301.053.009.918.218;2.885.830.832.350.270;33.099.045.537.651.500;106;99;1;4;1;0;1
MHS524;1;32.394.093.741.065.300;33.397.878.425.803.200;30.747.097.367.545.900;28.558.038.998.498.500;134;134;1;3;1;0;1
MHS525;1;30.637.711.971.852.500;288.841.441.426.329;25.122.147.170.385.200;33.876.571.052.598.200;124;121;4;5;1;1;1
MHS526;1;29.467.560.584.097.200;2.773.103.757.417.950;27.130.349.960.163.200;3.546.618.553.791.100;112;106;1;1;0;0;1
MHS527;1;28.937.855.350.447.600;37.521.071.414.149.600;29.949.171.396.286.100;3.148.182.219.627.310;76;69;2;5;1;0;1
MHS528;1;3.144.205.574.358.030;27.186.539.877.798.800;2.289.423.429.927.180;2.741.431.459.775.610;120;115;4;3;1;0;1
MHS529;1;30.577.989.985.318.600;2.441.797.610.024.980;28.531.309.567.209.600;23.558.971.965.087.400;126;104;4;2;1;1;1
MHS530;0;2.0;29.569.651.536.045.500;2.924.839.769.864.060;2.836.651.893.406.810;86;81;2;0;0;1;1
MHS531;1;31.581.791.607.680.700;2.557.375.656.937.880;30.905.313.713.855.400;3.651.639.018.658.030;106;106;3;0;0;0;0
MHS532;0;290.850.328.909.665;24.488.452.628.793.500;22.591.108.472.515.800;2.955.840.560.593.850;134;131;2;2;0;0;1
MHS533;0;29.178.323.970.573.000;31.060.466.765.370.800;2.503.320.650.209.020;24.920.605.865.050.100;115;103;4;5;1;1;1
MHS534;0;38.210.121.075.224.700;3.376.812.142.635.990;2.882.436.833.725.440;2.319.263.831.933.630;81;76;2;0;1;0;0
MHS535;1;28.782.368.054.073.600;25.280.677.047.885.700;26.832.610.037.815.300;33.321.937.671.178.100;92;70;2;4;0;0;1
MHS536;1;33.984.979.318.611.300;32.253.693.950.217.700;3.175.005.598.967.580;2.673.556.320.900.460;71;49;2;0;1;0;1
MHS537;1;3.657.389.912.798.250;2.717.244.355.891.170;3.598.593.242.311.210;22.619.664.541.141.300;98;97;1;0;0;0;0
MHS538;0;3.139.495.897.374.230;3.430.908.401.609.410;2.375.302.398.470.230;2.446.008.478.978.540;75;69;2;1;1;1;1
MHS539;1;22.149.883.534.602.300;31.579.267.249.737.200;32.302.202.537.898.600;2.963.576.416.473.910;111;93;4;3;1;1;1
MHS540;0;3.803.132.380.225.770;3.080.782.252.970.920;25.557.683.988.205.900;3.307.889.424.543.960;128;111;2;1;0;1;1
MHS541;1;28.360.290.398.663.200;3.400.540.481.894.090;24.450.235.814.818.700;3.573.530.688.920.210;143;119;1;2;0;1;1
MHS542;0;2.731.913.916.688.000;28.679.811.190.027.900;2.469.353.234.144.250;2.977.267.511.935.490;78;75;1;0;0;1;1
MHS543;1;38.245.331.436.002.400;33.132.452.007.552.700;2.831.838.815.710.160;2.223.082.907.152.480;98;75;2;4;0;1;1
MHS544;1;24.513.158.405.144.600;22.615.375.362.340.400;26.303.142.962.704.800;35.959.496.672.067.800;89;66;4;2;1;0;1
MHS545;0;28.798.358.812.834.900;2.165.066.166.663.130;33.719.508.384.401.400;25.836.473.906.972.700;121;96;1;1;1;1;1
MHS546;1;3.554.228.328.221.410;32.090.493.027.186.100;20.946.011.997.201.800;32.415.316.796.306.600;145;129;4;2;0;0;1
MHS547;0;3.228.483.682.266.730;36.564.513.269.598.900;32.800.075.737.039.600;2.0;93;65;2;5;0;0;1
MHS548;0;38.345.347.629.131.600;2.528.720.997.104.060;3.807.389.395.354.920;28.389.859.227.539.700;75;60;4;0;1;0;1
MHS549;1;26.727.990.524.157.400;25.346.678.910.198.000;2.941.744.810.826.500;3.832.400.914.620.220;132;130;4;3;0;1;1
MHS550;0;3.613.575.837.061.390;32.271.818.537.493.200;4.0;33.410.481.137.999.400;95;75;4;3;1;1;1
MHS551;1;3.480.152.398.140.730;3.231.241.812.033.420;24.103.154.391.836.900;30.861.271.932.055.100;128;115;3;3;1;1;1
MHS552;1;30.300.429.973.075.800;31.941.560.027.117.200;36.247.524.503.530.700;23.336.113.012.601.700;75;63;4;3;1;1;1
MHS553;1;3.180.892.881.130.860;3.542.214.788.692.190;24.885.272.398.832.500;27.110.073.067.881.600;117;99;2;3;0;0;1
MHS554;0;28.829.821.140.217.100;26.619.446.323.719.300;24.215.753.349.306.700;3.461.922.092.130.500;72;47;1;4;0;0;1
MHS555;0;2.783.978.117.512.930;2.636.345.968.614.840;3.833.531.218.071.080;30.607.536.484.203.700;80;75;4;1;1;0;0
MHS556;0;24.566.874.115.231.400;25.519.424.857.817.000;25.260.926.224.357.700;33.027.292.084.102.600;103;95;2;1;0;0;1
MHS557;0;31.555.549.955.715.900;20.551.753.539.519.200;4.0;36.453.222.304.612.700;82;81;2;4;1;0;1
MHS558;1;2.500.400.147.249.480;3.109.898.367.499.050;31.828.242.933.279.500;26.869.994.369.306.000;75;68;1;2;0;0;1
MHS559;0;2.875.317.949.187.020;4.0;2.0;3.178.108.354.907.230;122;119;2;4;1;1;1
MHS560;1;27.224.939.402.751.500;36.654.036.210.172.000;3.582.561.869.910.060;3.010.940.660.285.650;90;79;2;5;0;1;1
MHS561;1;22.425.378.623.149.700;2.599.466.504.800.080;3.382.724.619.216.130;32.556.266.392.697.800;130;119;2;3;1;0;1
MHS562;1;30.146.257.398.509.300;2.864.861.619.494.910;2.946.940.242.215.330;38.523.255.029.640.600;79;56;4;4;1;1;1
MHS563;0;28.287.114.639.592.200;21.172.085.987.812.400;3.749.097.643.457.570;2.934.846.704.325.440;126;107;4;3;1;1;1
MHS564;0;33.588.967.475.619.000;27.322.890.613.333.200;30.823.039.226.540.700;29.791.314.338.117.600;94;84;3;1;0;1;1
MHS565;1;2.960.466.329.067.720;2.710.437.945.182.120;27.595.831.052.440.100;33.480.839.985.796.400;102;98;2;3;0;0;1
MHS566;1;3.645.106.905.997.120;2.354.824.457.627.820;3.605.834.243.005.460;2.225.771.271.615.860;99;88;1;1;0;1;1
MHS567;0;31.402.661.702.776.200;35.080.467.608.234.800;24.678.892.448.322.400;34.976.056.112.386.900;88;71;1;5;0;1;1
MHS568;0;26.263.108.856.268.500;27.343.180.665.681.500;2.913.918.442.860.970;25.695.494.457.532.400;77;60;1;4;1;1;1
MHS569;1;26.148.085.306.419.300;2.384.930.878.120.950;3.096.280.117.266.310;35.723.798.057.261.400;145;144;3;3;1;1;1
MHS570;0;32.118.417.998.135.700;33.919.821.239.446.200;27.926.921.251.115.100;34.720.030.713.307.400;92;85;2;3;0;1;1
MHS571;0;3.164.466.446.962.040;34.201.595.637.924.200;3.125.147.655.091.520;340.455.803.412.096;122;109;2;1;1;0;1
MHS572;0;33.818.488.579.240.200;3.563.687.005.222.770;2.542.859.344.601.670;2.712.027.594.288.130;139;139;4;2;1;1;1
MHS573;0;2.953.508.604.205.240;2.877.060.622.124.780;2.413.365.221.998.030;2.947.604.041.552.630;109;97;3;2;1;1;1
MHS574;0;27.066.084.852.452.500;34.971.680.399.389.600;2.0;30.707.202.564.616.700;123;96;4;2;0;1;1
MHS575;1;28.840.869.153.787.600;2.336.900.922.178.550;36.832.364.211.716.700;29.740.674.165.972.100;144;135;2;3;0;0;1
MHS576;0;35.088.432.063.681.700;3.385.125.223.985.530;33.246.823.421.687.600;34.056.017.639.313.300;74;46;3;5;0;1;1
MHS577;1;29.337.171.613.275.500;28.137.155.788.117.700;22.792.400.865.180.800;27.380.500.858.280.300;136;128;1;4;1;0;1
MHS578;0;4.0;32.856.238.297.942.400;33.220.949.302.687.700;2.217.708.486.943.220;110;98;2;3;1;1;1
MHS579;1;26.207.685.188.500.600;25.148.616.080.320.800;3.729.102.244.193.700;2.418.269.184.050.000;86;71;3;2;1;0;1
MHS580;1;38.421.742.580.624.900;35.000.108.575.464.100;3.848.716.090.668.380;2.659.558.547.746.050;142;139;3;1;0;1;0
MHS581;1;2.859.098.809.656.630;30.492.491.740.123.400;3.077.024.038.850.880;29.788.157.947.291.600;120;110;2;0;1;1;1
MHS582;1;38.929.355.621.520.500;3.148.527.885.745.950;3.346.699.852.935.940;2.955.416.709.182.510;99;96;3;5;0;1;1
MHS583;1;2.969.798.135.401.540;35.638.901.253.169.400;3.043.055.434.129.480;26.265.383.574.649.100;125;122;3;3;0;1;1
MHS584;0;27.278.182.092.454.500;34.656.704.615.915.000;30.356.621.580.622.400;2.0;106;94;3;5;0;1;1
MHS585;1;28.035.289.990.967.900;26.394.749.852.385.000;29.235.944.414.663.200;3.754.123.701.592.500;76;52;4;4;1;0;1
MHS586;1;2.009.924.770.472.500;27.491.355.475.355.600;29.642.313.939.677.400;26.783.378.021.176.700;79;74;3;3;1;0;1
MHS587;0;31.391.743.173.223.300;27.453.933.187.004.300;25.768.201.400.565.100;2.707.546.173.291.110;118;110;1;4;1;0;1
MHS588;1;4.0;264.197.828.186.208;27.916.873.471.922.600;2.968.438.493.444.370;119;119;1;5;1;0;1
MHS589;1;36.420.478.969.740.500;2.0;2.0;27.520.609.139.949.200;75;51;1;1;0;0;1
MHS590;1;2.0;3.285.589.703.109.600;31.218.286.118.513.500;2.454.895.796.600.280;139;115;1;2;1;0;1
MHS591;0;36.164.605.475.236.200;3.168.496.455.447.200;24.768.197.674.358.900;2.0;94;82;2;4;0;1;1
MHS592;1;39.117.457.346.497.200;2.881.049.624.115.410;22.695.203.728.588.200;267.579.321.249.858;142;126;1;1;0;0;1
MHS593;1;3.022.745.738.165.370;32.791.682.116.058.500;39.283.237.182.809.700;27.591.170.144.532.600;86;82;3;1;0;1;0
MHS594;0;3.223.727.771.066.480;28.460.488.288.647;2.741.206.973.766.860;2.850.870.256.342.540;138;121;2;0;0;1;1
MHS595;1;3.643.312.905.051.760;26.950.076.892.407.200;2.801.841.816.715.790;24.345.498.537.528.600;148;121;1;3;1;1;1
MHS596;0;37.210.028.988.267.500;30.337.029.434.189.000;36.318.834.230.277.300;25.017.920.084.168.400;118;106;1;1;0;0;1
MHS597;0;27.627.005.156.981.100;27.651.976.717.590.700;36.086.375.449.452.800;302.270.558.655.882;101;75;4;1;0;0;1
MHS598;0;35.285.081.414.740.600;30.993.972.941.694.200;3.815.785.868.827.370;33.109.729.054.761.000;140;137;2;3;1;0;1
MHS599;0;3.819.395.965.666.960;3.305.029.383.778.100;31.287.150.380.290.000;25.146.196.682.987.200;74;61;4;5;1;0;1
MHS600;1;3.360.546.398.243.040;2.835.942.333.415.720;28.311.746.352.034.200;2.824.777.257.881.890;100;78;4;3;0;1;1
MHS601;0;29.339.317.055.492.200;2.738.134.348.614.280;2.320.712.992.371.260;2.460.131.839.362.070;81;72;1;3;1;1;1
MHS602;1;30.425.610.286.489.000;37.974.767.257.026.600;3.061.070.357.037.020;3.758.371.144.060.880;86;83;3;5;0;0;1
MHS603;0;26.104.536.303.116.400;31.016.179.772.930.100;27.711.833.753.311.900;30.928.442.902.093.600;114;89;3;5;1;1;1
MHS604;0;22.579.716.675.378.300;2.895.765.894.729.790;36.033.040.774.319.500;2.236.416.071.705.170;135;132;2;0;1;1;1
MHS605;0;3.824.891.843.120.400;2.640.759.740.120.050;270.736.659.955.523;2.379.822.873.924.510;93;88;4;2;0;0;1
MHS606;1;243.141.061.209.872;25.535.852.013.409.600;3.766.466.685.267.770;3.016.353.878.134.380;137;124;2;4;0;1;1
MHS607;0;2.721.535.596.157.510;26.699.840.216.370.800;26.502.576.104.195.900;33.542.801.574.283.200;112;86;2;5;0;0;1
MHS608;0;3.130.313.928.800.010;31.493.272.241.297.400;30.804.421.914.958.800;2.538.703.666.586.230;82;59;2;0;0;1;1
MHS609;1;2.169.458.292.216.410;32.516.260.323.747.500;2.0;28.413.247.538.787.300;80;51;3;4;1;1;1
MHS610;1;27.744.183.899.978.500;3.873.688.179.854.950;2.976.158.432.379.380;27.777.504.858.948.900;135;130;1;3;0;1;1
MHS611;1;3.971.094.806.346.880;20.316.023.556.338.800;27.961.611.942.127.500;2.083.245.228.004.070;139;111;3;2;1;1;1
MHS612;1;3.295.721.075.875.920;33.401.101.802.383.400;3.153.701.784.859.840;25.876.938.747.826.100;141;137;1;3;0;1;1
MHS613;1;27.371.845.330.073.000;3.016.203.506.670.060;2.663.757.201.996.830;311.163.541.796.013;133;124;3;1;0;1;1
MHS614;1;27.498.069.549.397.800;3.219.250.884.782.860;30.393.888.639.331.600;3.526.960.455.703.220;110;95;3;4;0;1;1
MHS615;0;31.901.955.269.489.500;2.708.846.436.034.400;2.310.453.803.460.180;3.535.541.540.364.010;96;71;4;1;0;0;1
